TR25-006323,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,44,802976,Low,5711.44,520,26/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,11.22,18.32220682,98.71518727,DCC_xx บ้านหนองปลาสวายสวนสันยาวขวามือ,ชนบท,นั้งร้าน,ใช่,1151XF000002514,ใช่,1000001491,INST,460177602,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,ELTCE(ELTA),หมดประกัน,,,BGA01,กันยายน,11.22,10.81,6.66,6.81,4.06,10.81,6.66,6.81,14.92000008,9.18999958,9.399999619,14.92000008,33.56672158,33.56672158,228.8,228.8,1015.98,108,3683,20,,,20
TR26-006981,160,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,43,3ซี43463,Medium,33618.43,1116,24/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,18.79,18.38795649,98.76254454,DCC_บ้านหนองสลิง ม.3,เทศบาลตำบล,,ใช่,1151XF000002755,ใช่,1000001761,ESTO,460177639,1050010007,"TR., 160 KVA. 3 P 22-0.40 KV.DY 11",22,SIRIVIWAT,,,,CEA05,มิถุนายน,14.6,25.98,45.8,29.41,18.29,36.62,55.42,38.18,15.78999996,23.89999962,16.46999931,23.89999962,35.7841684,27.67624021,226.73,225.86,515.25,411,11367,116,1,,116
TR26-008416,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,43,14011576,Medium,24037.43,1031,11/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,37.88,18.32509573,98.81720265,DCC_xx บ้านห้วยห้าหน้าอุดมสุขแลนด์ ตต.,เทศบาลตำบล,,ใช่,1151XF000002993,ใช่,1000001571,INST,460177658,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,หมดประกัน,,,BGA01,มิถุนายน,32.15,32.85,17.21,19.56,14.55,36.85,18.45,26.73,50.84999847,25.45999908,36.88999939,50.84999847,41.55415111,34.76776789,227.57,227.51,652.74,212,8771,31,,,31
TR26-008931,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,43,13101067,High (H1),53733.43,1107,9/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,33.62,18.31145728,98.82087997,DCC_xx บ้านโฮ่งเหนือหลังสำนักงาน,เทศบาลตำบล,,ใช่,1151XF000002976,ใช่,1000001409,INST,460177661,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,หมดประกัน,,,BGA04,พฤษภาคม,31.3,70.4,38.64,26.56,39.07,75.03,39.09,31.56,51.77000046,26.96999931,21.78000069,51.77000046,55.75221239,54.50988468,220.82,221.56,973.77,475,15913,107,,,107
TR26-009027,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,43,3C44314,Medium,19237.43,541,20/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,37.7,18.36356897,98.81123418,DCC_xx บ้านปากทางม่วงโตน (วัดแพะโป่ง),ชนบท,,ใช่,1151XF000002764,ใช่,1000480985,INST,460177669,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,SIRIVIWAT,,,,BGA04,พฤษภาคม,28.25,28.28,16.77,16.12,11.76,38.51,22.17,20.98,53.13999939,30.59000015,28.95000076,53.13999939,38.69543894,41.47685525,221.26,217.45,800.43,452,8351,41,,,41
TR26-009289,160,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,43,13060340,Low,4844.43,1177,22/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,44.51,18.36832766,98.77003042,DCC_xx บ้านหล่ายแก้วกิจอาคม,เทศบาลตำบล,,ใช่,1151XF000002756,ใช่,1000001325,ESTO,460000461,1050010007,"TR., 160 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,,,,BGA04,พฤษภาคม,28.46,57.55,63,76.77,16.93,96.9,94.51,117.27,41.79000092,40.75999832,50.56999969,50.56999969,16.71903507,13.9723986,221.11,214.66,1071.24,1395,24671,177,,,177
TR27-006510,10,1,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,42,1C26521,Medium,33608.42,508,15/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,8.22,18.24554986,98.86429335,DCC_02บ้านแม่ลอบ(สวนเกษตร),ชนบท,แขวนบนเสา,ใช่,11XFAA000048512,ใช่,1000001643,INST,460177684,1050000000,"TR., 10 KVA. 1 P 3 W,22/0.46-0.23 KV.",22,SIRIVIWAT,,,,BGA02,พฤษภาคม,2.51,1.09,0,0,1.09,3.57,0,0,24.62999916,0,0,24.62999916,0,0,229.72,228.83,357.7,46,123,8,,,8
TR27-008196,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,42,14062939,High (H1),52825.42,1095,6/2/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,25.01,18.41910505,98.77168982,DCC_xx บ้านห้วยปันจ๊อย (หัวบ้านขวามือ),เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000002347,ใช่,1000001739,INST,460177702,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,,,,CEA04,มิถุนายน,20.28,43.31,25.39,19.14,21.68,50.43,35.63,22.29,34.79999924,24.57999992,15.38000011,34.79999924,47.91666667,39.63082603,228.1,226.98,422.87,285,10161,95,,,95
TR27-008263,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,42,14063006,Low,4931.42,1074,29/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,31.25,18.42842789,98.73512164,DCC_xx บ้านเหล่าแมว ม.1 ต.วังผาง,เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000001899,ใช่,1001394153,INST,460392442,1050010001,"TR., 100 KVA. 3 P 22-0.40/0.20 KV.DY 11",22,THAIMAXWELL,,,,CEA04,พฤษภาคม,27.33,64.89,28.76,24.77,38.1,68.49,38.19,28.71,47.25999832,26.35000038,19.80999947,47.25999832,64.38946124,51.76157766,223.08,223.38,516.93,340,12939,74,,,74
TR27-008264,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,42,14063007,High (H1),48004.42,551,27/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,4.15,18.35498714,98.70843718,DCC_02-บ้านห้วยสะแหลเครื่องสุดท้าย,ชนบท,,ใช่,1151XF000002909,ใช่,1000001463,INST,460177706,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,,,,BGA04,กันยายน,4.15,8.55,2.47,6.96,5.45,8.55,2.47,6.96,5.900000095,1.700000048,4.800000191,5.900000095,58.78754171,58.78754171,230.14,230.14,799.82,139,2369,51,,,51
TR27-008268,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,42,14063011,Medium,33631.42,552,19/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,31.84,18.37446159,98.81054798,DCC_xx บ้านเหล่ายาวเหนือ (ถนนลำพูน-ลี้),ชนบท,,ใช่,1151XF000002762,ใช่,1000480987,INST,460177708,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,,,,BGA04,พฤษภาคม,13.44,31.89,18.66,7.64,20.97,70.84,43.72,23.4,48.88000107,30.17000008,16.14999962,48.88000107,64.40969239,54.04465062,224.52,216.84,829.84,607,7630,52,,,52
TR27-008471,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,42,14063214,High (H1),56802.42,509,10/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,2.3,18.29055012,98.84816515,DCC_02บ้านห้วยน้ำดิบ ซอย10 (3),ชนบท,,ใช่,1151XF000002798,ใช่,1000001429,INST,460324383,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,หมดประกัน,,,BGA02,พฤษภาคม,1.27,3.02,0,2.49,2.8,6.34,0,3.6,4.369999886,0,2.480000019,4.369999886,100,100,230.49,230.25,574.99,132,615,9,,,9
TR28-004642,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,33233,Low,4854.41,650,3/5/2025,ผ่าน,ผ่าน,ไม่ผ่าน,54.2,18.30938711,98.79962843,DCC_xx บ้านป่าดำ,ชนบท,,ใช่,1151XF000002484,ใช่,1000001395,INST,460177757,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,หมดประกัน,,,BGA04,พฤษภาคม,36.44,81.17,34.67,42.05,43.19,104.94,64.22,65.75,72.41000366,44.31000137,45.36999893,72.41000366,54.22762683,34.01728321,214.69,212.76,511.44,983,19125,150,,,150
TR28-004747,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,33954,Medium,19304.41,525,16/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,4.76,18.25169243,98.83843054,DCC_02 บ้านทุ่งม่านทานตะวัน (ทางไปป่าพลู1),ชนบท,นั้งร้าน,ใช่,1151XF000002715,ใช่,1000480983,INST,460177764,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,,,,BGA02,พฤษภาคม,2.01,4,2.75,1.97,1.78,5.94,6.65,8.02,4.099999905,4.590000153,5.53000021,5.53000021,37.6146789,16.73944687,230.57,229.31,821.33,137,1029,25,,,25
TR28-005225,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,33966,Medium,33652.41,745,15/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,52.48,18.25219354,98.82481776,DCC_xx_บ้านห้วยหละ 1,ชนบท,แขวนบนเสา,ใช่,11XFAA000089148,ใช่,1000004099,INST,460586806,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,,,,BGA01,พฤษภาคม,41.31,95.34,55.95,27.74,58.5,123.62,67.13,36.71,85.30000305,46.31999969,25.32999992,85.30000305,59.76093392,63.0440517,221.78,219.74,997,746,21115,245,,,245
TR28-005238,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,33979,Low,5010.41,1087,23/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,10.2,18.39139278,98.7347598,DCC_xx ศรีเตี้ย(เข้าป่าช้า),เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000002898,ใช่,1000827473,INST,460177766,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,,,,BGA04,พฤษภาคม,6.62,7.93,10.31,10.44,2.44,12.67,20.57,10.95,8.739999771,14.18999958,7.559999943,14.18999958,17.05020921,39.64697895,228.41,227.9,965.71,170,6941,87,,,87
TR28-012153,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,16029060,Medium,24133.41,1049,30/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,33.69,18.42993639,98.72538548,DCC_xx บ้านดงเหนือฝั่งขวา,เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000001869,ใช่,1000001717,INST,460177786,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,หมดประกัน,,,CEA04,มิถุนายน,29.97,39.28,15.05,10.58,26.7,43.85,18.87,10.26,60.50999832,26.04000092,14.15999985,60.50999832,81.54367586,80.25486435,225.93,225.77,480.21,221,7749,49,,,49
TR28-012429,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,36339,High (H1),50514.41,1021,22/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,14.26,18.38906086,98.77967595,DCC_xx บ้านหล่ายแก้วขวามือก่อนโกดังเจ๊ปิ่น,เทศบาลตำบล,,ใช่,1151XF000002844,ใช่,1000001319,INST,460177792,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,หมดประกัน,,,BGA04,พฤษภาคม,6.72,8.13,13.47,7.49,5.68,18.53,25.94,17.29,12.78999996,17.89999962,11.93000031,17.89999962,38.91371605,26.00388601,228.97,227.36,555.08,249,4366,21,,,21
TR28-012431,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,36341,High (H1),48107.41,531,18/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,7.71,18.34549849,98.73639546,DCC_xx บ้านดอยแดนหกแยก2,ชนบท,,ใช่,1151XF000002506,ใช่,1000606655,INST,460177793,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,,,,BGA01,พฤษภาคม,4.73,8.06,6.04,6.4,1.86,8.06,9.68,15.66,5.559999943,6.679999828,10.81000042,10.81000042,17.95121951,40.65868263,229.69,228.41,730.25,153,2795,31,,,31
TR28-014686,30,1,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,863005212,Medium,19212.41,505,15/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,12.84,18.15290772,98.86648978,DCC_xx บ้านดอยโตน ม.10 ต.ป่าพลู,ชนบท,,ใช่,1151XF000002782,ใช่,1000001633,INST,460177803,1050000002,"TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.",22,HICO,หมดประกัน,,,BGA02,พฤษภาคม,4.52,5.89,0,0,5.89,16.74,0,0,38.5,0,0,38.5,0,0,229.79,229.38,181.63,93,751,5,,,5
TR28-015132,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,36549,Medium,34405.41,516,10/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,5.77,18.2902198,98.850483,DCC_02บ้านห้วยน้ำดิบ(ซอย10 เครื่องที่4),ชนบท,,ใช่,1151XF000002801,ใช่,1000011577,INST,460185973,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,,,,BGA02,กุมภาพันธ์,3.47,5.49,0.62,1.39,4.53,7,1.93,3.56,9.659999847,2.660000086,4.909999847,9.659999847,119.6,68.13450761,228.77,228.75,749.21,90,1034,16,,,16
TR28-016998,20,1,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,41,110970,Medium,34536.41,1039,5/2/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,36.74,18.41532149,98.69504321,DCC_xx บ้านวังสะแกงใต้ (สุสานวังสะแกง),เทศบาลตำบล,แขวนบนเสา,ใช่,1151XF000001882,ใช่,1000001793,INST,460177817,1050000001,"TR., 20 KVA. 1 P 3 W, 22/0.46-0.23 KV.",22,EKARAT,หมดประกัน,,,CEA07,พฤษภาคม,24.26,0,0,21.09,21.09,0,0,31.94,0,0,110.1900024,110.1900024,0,0,225.74,223.7,467.64,152,2270,39,,,39
TR29-003122,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,310736,Medium,36051.4,534,20/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,51.3,18.35090966,98.80847339,DCC_ปากทางม่วงโตน บ้านโฮ่ง,ชนบท,,ใช่,1151XF000002937,ใช่,1000001551,INST,460177855,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,หมดประกัน,,,BGA03,มิถุนายน,41.34,28.68,48.72,12.13,31.74,36.37,57.48,17.27,50.18999863,79.31999969,23.82999992,79.31999969,63.25254105,55.18358531,219.61,215.86,1219.5,383,10171,34,,,34
TR29-003320,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,311246,Medium,34428.4,1049,9/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,28.24,18.30743482,98.82165824,DCC_xx บ้านหม้อ(โต๊ะสนุ๊กเกอร์),เทศบาลตำบล,,ใช่,1151XF000002949,ใช่,1000827512,INST,460177859,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,,,,BGA02,พฤษภาคม,22.18,13.83,17.08,17.13,3.26,19.67,21.37,20.12,27.13999939,29.48999977,27.77000046,29.48999977,13.63447127,4.823413996,229.71,229.72,408.35,128,5831,49,,,49
TR29-005362,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,39620,High (H1),48015.4,1070,9/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,15.07,18.33036645,98.80478615,DCC_xx บ้านกลาง,เทศบาลตำบล,,ใช่,1151XF000002990,ใช่,1000001387,INST,460177878,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,หมดประกัน,,,BGA04,พฤษภาคม,11.92,28.74,16.75,6.13,19.59,36.36,21.53,7.39,25.09000015,14.85999966,5.099999905,25.09000015,67.02828361,67.09558824,229.65,228.99,404.23,165,6548,70,,,70
TR29-008351,10,1,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,290264,High (H1),48000.4,1000,2/2/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,,18.40487891,98.73084242,06-คุมคาปาบ้านต้นผึ่ง,เทศบาลตำบล,แขวนบนเสา,ใช่,11XFAA000031294,ใช่,1000001791,INST,460177890,1050000000,"TR., 10 KVA. 1 P 3 W,22/0.46-0.23 KV.",22,THAI TRAFO,หมดประกัน,,,CEA07,,,,,,,,,,,,,,,,,,,,,,,,
TR29-010510,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,292423,Medium,33633.4,559,17/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,33.35,18.36589911,98.78832335,บ้านเหล่ายาวใต้(เลยวัดมะคับตอง),ชนบท,นั้งร้าน,ใช่,1151XF000002869,ใช่,1000001329,INST,460177894,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA04,พฤษภาคม,22.36,23.21,13.77,11.44,10.73,32.81,21.74,17.68,45.27999878,30,24.39999962,45.27999878,43.80421314,36.27301675,228,226.67,480.82,193,6068,59,,,59
TR29-010675,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,292588,High (H1),48039.4,1128,11/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,39.52,18.33738352,98.7981932,DCC-xx_ดงฤาษี 1(หน้าตลาด),เทศบาลตำบล,แขวนบนเสา,ใช่,11XFAA000089144,ใช่,1000762971,INST,460586797,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA04,พฤษภาคม,28.03,75.62,24.54,21.3,52.6,108.04,33.89,29.35,74.55000305,23.37999916,20.25,74.55000305,86.77753993,89.2340028,224.4,219.68,783.81,565,13675,128,,,128
TR29-010781,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,292694,High (H1),48822.4,547,12/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,22.32,18.32343248,98.78026026,DCC_xx บ้านห้วยแพ่งเด่นทรายทอง,ชนบท,,ใช่,1151XF000002501,ใช่,1000001401,INST,460177903,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA01,พฤษภาคม,14.69,29.45,18.85,15.34,12.69,43.01,27.3,26.39,29.68000031,18.84000015,18.20999908,29.68000031,38.82778127,33.43329886,224.95,222.64,1014.54,354,8064,47,,,47
